departure_day_of_week,carrier,origin_airport,destination_airport,arrival_delay_minutes,is_cancelled,direction,dep_weather_temperature_c,dep_weather_dewpoint_c,dep_weather_humidity_pct,dep_weather_pressure_hpa,dep_weather_wind_kph,dep_weather_gust_kph,dep_weather_precip_mm,dep_weather_snow_mm,dep_weather_cloud_cover_pct,dep_weather_condition_code,dep_hour,dep_month,dep_day_of_month,is_delayed
3,WN,RDU,BWI,-18.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,RIC,BWI,-1.0,0,arrival,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,RIC,BWI,-15.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,ROC,BWI,0.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,ROC,BWI,-17.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,0.0
3,WN,ROC,BWI,-23.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,RSW,BWI,4.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,RSW,BWI,1.0,0,arrival,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,0.0
3,WN,RSW,BWI,-9.0,0,arrival,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,RSW,BWI,-2.0,0,arrival,8.8,-1.0,50,1023.5,16.4,41.0,0.0,0.0,15,0,17,12,24,0.0
3,WN,SAN,BWI,-37.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,SAN,BWI,9.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,SAN,BWI,-20.0,0,arrival,9.6,-1.4,46,1024.7,7.6,23.4,0.0,0.0,100,3,21,12,24,0.0
3,WN,SAT,BWI,-17.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,SAT,BWI,3.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,0.0
3,WN,SAV,BWI,-13.0,0,arrival,8.8,-1.0,50,1023.5,16.4,41.0,0.0,0.0,15,0,17,12,24,0.0
3,WN,SAV,BWI,-7.0,0,arrival,4.7,2.0,83,1016.3,6.5,15.1,0.0,0.0,6,0,7,12,24,0.0
3,WN,SDF,BWI,-21.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,SDF,BWI,-11.0,0,arrival,5.9,3.5,84,1016.6,6.2,9.7,0.0,0.0,100,3,5,12,24,0.0
3,WN,SFO,BWI,29.0,0,arrival,9.6,-1.4,46,1024.7,7.6,23.4,0.0,0.0,100,3,21,12,24,1.0
3,WN,SJU,BWI,10.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,SJU,BWI,1.0,0,arrival,8.4,-0.8,52,1023.6,18.7,43.2,0.0,0.0,3,0,16,12,24,0.0
3,WN,SLC,BWI,-23.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,SMF,BWI,-24.0,0,arrival,6.6,3.3,79,1019.1,17.3,33.8,0.0,0.0,21,1,11,12,24,0.0
3,WN,SRQ,BWI,5.0,0,arrival,6.6,3.3,79,1019.1,17.3,33.8,0.0,0.0,21,1,11,12,24,0.0
3,WN,SRQ,BWI,-22.0,0,arrival,8.8,-1.0,50,1023.5,16.4,41.0,0.0,0.0,15,0,17,12,24,0.0
3,WN,SRQ,BWI,-18.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,STL,BWI,-14.0,0,arrival,6.8,4.7,86,1017.0,12.1,20.5,0.0,0.0,7,0,9,12,24,0.0
3,WN,STL,BWI,-14.0,0,arrival,11.4,-3.0,36,1022.9,13.2,36.7,0.0,0.0,20,1,18,12,24,0.0
3,WN,STL,BWI,-16.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,TPA,BWI,12.0,0,arrival,8.8,-1.0,50,1023.5,16.4,41.0,0.0,0.0,15,0,17,12,24,0.0
3,WN,TPA,BWI,-5.0,0,arrival,4.6,1.6,81,1015.8,8.0,13.7,0.1,0.0,22,51,6,12,24,0.0
3,WN,TPA,BWI,-1.0,0,arrival,6.6,0.8,66,1019.5,11.9,36.0,0.0,0.0,2,0,12,12,24,0.0
3,WN,TPA,BWI,-13.0,0,arrival,8.4,-0.7,53,1023.4,19.7,43.6,0.0,0.0,11,0,15,12,24,0.0
3,WN,TPA,BWI,-2.0,0,arrival,7.6,5.4,86,1018.0,15.2,28.8,0.0,0.0,2,0,10,12,24,0.0
3,WN,TPA,BWI,-7.0,0,arrival,5.2,3.2,86,1016.7,8.0,13.7,0.0,0.0,5,0,8,12,24,0.0
4,WN,ABQ,BWI,-12.0,0,arrival,3.0,-2.8,66,1017.7,11.4,22.0,0.0,0.0,20,1,13,12,25,0.0
4,WN,ALB,BWI,1.0,0,arrival,2.5,-1.2,76,1023.7,5.3,9.7,0.0,0.0,99,3,8,12,25,0.0
4,WN,ALB,BWI,-24.0,0,arrival,1.7,-2.0,76,1020.5,3.8,10.1,0.0,0.0,97,3,12,12,25,0.0
4,WN,ALB,BWI,-6.0,0,arrival,4.5,-1.9,63,1016.9,8.6,25.6,0.0,0.0,23,1,14,12,25,0.0
4,WN,ALB,BWI,-18.0,0,arrival,6.2,-1.0,60,1016.5,7.5,16.9,0.0,0.0,64,2,15,12,25,0.0
4,WN,ATL,BWI,-1.0,0,arrival,2.5,-1.2,76,1023.7,5.3,9.7,0.0,0.0,99,3,8,12,25,0.0
4,WN,ATL,BWI,,1,arrival,1.0,-2.8,76,1021.0,5.8,10.8,0.0,0.0,13,0,11,12,25,
4,WN,ATL,BWI,-7.0,0,arrival,6.2,-1.0,60,1016.5,7.5,16.9,0.0,0.0,64,2,15,12,25,0.0
4,WN,ATL,BWI,-8.0,0,arrival,10.8,3.6,61,1012.5,7.6,21.6,0.0,0.0,80,3,18,12,25,0.0
4,WN,AUS,BWI,-10.0,0,arrival,1.0,-2.8,76,1021.0,5.8,10.8,0.0,0.0,13,0,11,12,25,0.0
4,WN,AUS,BWI,-9.0,0,arrival,6.2,-1.0,60,1016.5,7.5,16.9,0.0,0.0,64,2,15,12,25,0.0
4,WN,AUS,BWI,-1.0,0,arrival,3.2,-0.9,75,1025.1,5.6,9.4,0.0,0.0,100,3,5,12,25,0.0
4,WN,BDL,BWI,-2.0,0,arrival,2.4,-1.0,78,1024.7,4.9,11.9,0.0,0.0,100,3,6,12,25,0.0
4,WN,BDL,BWI,-15.0,0,arrival,6.2,-1.0,60,1016.5,7.5,16.9,0.0,0.0,64,2,15,12,25,0.0
4,WN,BDL,BWI,3.0,0,arrival,2.5,-1.2,76,1023.7,5.3,9.7,0.0,0.0,99,3,8,12,25,0.0
4,WN,BDL,BWI,-3.0,0,arrival,1.7,-2.0,76,1020.5,3.8,10.1,0.0,0.0,97,3,12,12,25,0.0
4,WN,BHM,BWI,-8.0,0,arrival,6.2,-1.0,60,1016.5,7.5,16.9,0.0,0.0,64,2,15,12,25,0.0
4,WN,BNA,BWI,-22.0,0,arrival,1.8,-1.7,78,1022.6,4.9,10.1,0.0,0.0,100,3,9,12,25,0.0
4,WN,BNA,BWI,-5.0,0,arrival,1.0,-2.8,76,1021.0,5.8,10.8,0.0,0.0,13,0,11,12,25,0.0
4,WN,BNA,BWI,-11.0,0,arrival,7.1,0.2,62,1015.8,7.2,19.1,0.0,0.0,100,3,16,12,25,0.0
4,WN,BNA,BWI,-15.0,0,arrival,10.8,3.6,61,1012.5,7.6,21.6,0.0,0.0,80,3,18,12,25,0.0
4,WN,BOS,BWI,-21.0,0,arrival,2.2,-0.8,81,1024.5,3.3,7.9,0.0,0.0,100,3,7,12,25,0.0
4,WN,BOS,BWI,-9.0,0,arrival,7.9,1.9,66,1013.8,8.5,20.5,0.0,0.0,99,3,17,12,25,0.0
4,WN,BOS,BWI,-1.0,0,arrival,1.8,-1.7,78,1022.6,4.9,10.1,0.0,0.0,100,3,9,12,25,0.0
4,WN,BOS,BWI,-19.0,0,arrival,4.5,-1.9,63,1016.9,8.6,25.6,0.0,0.0,23,1,14,12,25,0.0
4,WN,BOS,BWI,6.0,0,arrival,1.7,-2.0,76,1020.5,3.8,10.1,0.0,0.0,97,3,12,12,25,0.0
4,WN,BUF,BWI,-34.0,0,arrival,2.5,-1.2,76,1023.7,5.3,9.7,0.0,0.0,99,3,8,12,25,0.0
4,WN,BUF,BWI,-8.0,0,arrival,1.7,-2.0,76,1020.5,3.8,10.1,0.0,0.0,97,3,12,12,25,0.0
4,WN,BUF,BWI,-20.0,0,arrival,1.8,-1.7,78,1022.6,4.9,10.1,0.0,0.0,100,3,9,12,25,0.0
4,WN,BUF,BWI,2.0,0,arrival,6.2,-1.0,60,1016.5,7.5,16.9,0.0,0.0,64,2,15,12,25,0.0
4,WN,BWI,ABQ,-21.0,0,departure,1.8,-1.7,78,1022.6,4.9,10.1,0.0,0.0,100,3,9,12,25,0.0
4,WN,BWI,ALB,-17.0,0,departure,1.5,-2.2,77,1021.1,6.0,11.2,0.0,0.0,22,1,10,12,25,0.0
4,WN,BWI,ALB,-14.0,0,departure,7.9,1.9,66,1013.8,8.5,20.5,0.0,0.0,99,3,17,12,25,0.0
4,WN,BWI,ALB,-23.0,0,departure,11.6,4.8,63,1013.7,10.4,29.2,0.0,0.0,93,3,21,12,25,0.0
4,WN,BWI,ALB,-10.0,0,departure,4.5,-1.9,63,1016.9,8.6,25.6,0.0,0.0,23,1,14,12,25,0.0
4,WN,BWI,ATL,-26.0,0,departure,1.5,-2.2,77,1021.1,6.0,11.2,0.0,0.0,22,1,10,12,25,0.0
4,WN,BWI,ATL,-4.0,0,departure,10.8,3.6,61,1012.5,7.6,21.6,0.0,0.0,80,3,18,12,25,0.0
4,WN,BWI,ATL,-22.0,0,departure,2.5,-1.2,76,1023.7,5.3,9.7,0.0,0.0,99,3,8,12,25,0.0
4,WN,BWI,ATL,-23.0,0,departure,4.5,-1.9,63,1016.9,8.6,25.6,0.0,0.0,23,1,14,12,25,0.0
4,WN,BWI,AUS,-36.0,0,departure,1.7,-2.0,76,1020.5,3.8,10.1,0.0,0.0,97,3,12,12,25,0.0
4,WN,BWI,AUS,-29.0,0,departure,2.5,-1.2,76,1023.7,5.3,9.7,0.0,0.0,99,3,8,12,25,0.0
4,WN,BWI,AUS,-38.0,0,departure,10.8,3.6,61,1012.5,7.6,21.6,0.0,0.0,80,3,18,12,25,0.0
4,WN,BWI,BDL,-10.0,0,departure,6.2,-1.0,60,1016.5,7.5,16.9,0.0,0.0,64,2,15,12,25,0.0
4,WN,BWI,BDL,-6.0,0,departure,1.5,-2.2,77,1021.1,6.0,11.2,0.0,0.0,22,1,10,12,25,0.0
4,WN,BWI,BDL,-13.0,0,departure,12.6,5.4,62,1012.6,12.3,25.9,0.0,0.0,86,3,20,12,25,0.0
4,WN,BWI,BDL,-1.0,0,departure,10.8,3.6,61,1012.5,7.6,21.6,0.0,0.0,80,3,18,12,25,0.0
4,WN,BWI,BHM,-17.0,0,departure,1.8,-1.7,78,1022.6,4.9,10.1,0.0,0.0,100,3,9,12,25,0.0
4,WN,BWI,BNA,-23.0,0,departure,4.5,-1.9,63,1016.9,8.6,25.6,0.0,0.0,23,1,14,12,25,0.0
4,WN,BWI,BNA,0.0,0,departure,12.6,5.4,62,1012.6,12.3,25.9,0.0,0.0,86,3,20,12,25,0.0
4,WN,BWI,BNA,-20.0,0,departure,1.7,-2.0,76,1020.5,3.8,10.1,0.0,0.0,97,3,12,12,25,0.0
4,WN,BWI,BNA,7.0,0,departure,1.8,-1.7,78,1022.6,4.9,10.1,0.0,0.0,100,3,9,12,25,0.0
4,WN,BWI,BOS,-17.0,0,departure,7.9,1.9,66,1013.8,8.5,20.5,0.0,0.0,99,3,17,12,25,0.0
4,WN,BWI,BOS,-8.0,0,departure,1.0,-2.8,76,1021.0,5.8,10.8,0.0,0.0,13,0,11,12,25,0.0
4,WN,BWI,BOS,-4.0,0,departure,12.6,5.4,62,1012.6,12.3,25.9,0.0,0.0,86,3,20,12,25,0.0
4,WN,BWI,BOS,-14.0,0,departure,6.2,-1.0,60,1016.5,7.5,16.9,0.0,0.0,64,2,15,12,25,0.0
4,WN,BWI,BOS,-12.0,0,departure,2.5,-1.2,76,1023.7,5.3,9.7,0.0,0.0,99,3,8,12,25,0.0
4,WN,BWI,BUF,3.0,0,departure,1.5,-2.2,77,1021.1,6.0,11.2,0.0,0.0,22,1,10,12,25,0.0
4,WN,BWI,BUF,-14.0,0,departure,7.1,0.2,62,1015.8,7.2,19.1,0.0,0.0,100,3,16,12,25,0.0
4,WN,BWI,BUF,-9.0,0,departure,3.0,-2.8,66,1017.7,11.4,22.0,0.0,0.0,20,1,13,12,25,0.0
4,WN,BWI,BUF,4.0,0,departure,12.6,5.4,62,1012.6,12.3,25.9,0.0,0.0,86,3,20,12,25,0.0
4,WN,BWI,CHS,-24.0,0,departure,10.8,3.6,61,1012.5,7.6,21.6,0.0,0.0,80,3,18,12,25,0.0
4,WN,BWI,CHS,-29.0,0,departure,2.5,-1.2,76,1023.7,5.3,9.7,0.0,0.0,99,3,8,12,25,0.0
4,WN,BWI,CHS,-29.0,0,departure,6.2,-1.0,60,1016.5,7.5,16.9,0.0,0.0,64,2,15,12,25,0.0
4,WN,BWI,CLE,-10.0,0,departure,12.6,5.4,62,1012.6,12.3,25.9,0.0,0.0,86,3,20,12,25,0.0
4,WN,BWI,CLE,-8.0,0,departure,1.7,-2.0,76,1020.5,3.8,10.1,0.0,0.0,97,3,12,12,25,0.0
4,WN,BWI,CLT,-27.0,0,departure,2.5,-1.2,76,1023.7,5.3,9.7,0.0,0.0,99,3,8,12,25,0.0
4,WN,BWI,CLT,-32.0,0,departure,10.8,3.6,61,1012.5,7.6,21.6,0.0,0.0,80,3,18,12,25,0.0
4,WN,BWI,CMH,-12.0,0,departure,6.2,-1.0,60,1016.5,7.5,16.9,0.0,0.0,64,2,15,12,25,0.0
2,WN,PHX,BWI,-8.0,0,arrival,-1.0,-9.9,51,1008.6,23.8,63.7,0.0,0.0,13,0,5,12,30,0.0
2,WN,PHX,BWI,9.0,0,arrival,-2.1,-10.2,54,1010.4,16.2,42.5,0.0,0.0,88,3,10,12,30,0.0
2,WN,PHX,BWI,2.0,0,arrival,1.0,-11.4,39,1011.5,26.3,55.8,0.0,0.0,10,0,19,12,30,0.0
2,WN,PHX,BWI,-16.0,0,arrival,-1.5,-10.8,49,1013.4,20.0,46.1,0.0,0.0,32,1,23,12,30,0.0
2,WN,PIT,BWI,44.0,0,arrival,1.0,-11.3,39,1011.5,25.8,61.9,0.0,0.0,44,1,18,12,30,1.0
2,WN,PIT,BWI,3.0,0,arrival,-1.0,-9.9,51,1008.6,23.8,63.7,0.0,0.0,13,0,5,12,30,0.0
2,WN,PIT,BWI,50.0,0,arrival,-1.9,-11.8,47,1012.4,22.7,50.4,0.0,0.0,44,1,13,12,30,1.0
2,WN,PVD,BWI,7.0,0,arrival,-1.0,-9.9,51,1008.6,23.8,63.7,0.0,0.0,13,0,5,12,30,0.0
2,WN,PVD,BWI,16.0,0,arrival,-1.9,-11.8,47,1012.4,22.7,50.4,0.0,0.0,44,1,13,12,30,1.0
2,WN,PVD,BWI,33.0,0,arrival,1.0,-11.3,39,1011.5,25.8,61.9,0.0,0.0,44,1,18,12,30,1.0
2,WN,PVD,BWI,-6.0,0,arrival,-1.5,-10.2,52,1009.2,19.8,54.4,0.0,0.0,24,1,8,12,30,0.0
2,WN,PVD,BWI,9.0,0,arrival,-2.2,-10.2,54,1010.9,17.0,37.8,0.0,0.0,24,1,11,12,30,0.0
2,WN,PWM,BWI,20.0,0,arrival,0.4,-11.2,41,1012.2,28.6,64.4,0.0,0.0,78,2,17,12,30,1.0
2,WN,PWM,BWI,0.0,0,arrival,-2.2,-10.2,54,1010.9,17.0,37.8,0.0,0.0,24,1,11,12,30,0.0
2,WN,PWM,BWI,-3.0,0,arrival,-1.0,-9.9,51,1008.6,23.8,63.7,0.0,0.0,13,0,5,12,30,0.0
2,WN,PWM,BWI,-5.0,0,arrival,-0.4,-10.8,45,1013.1,24.6,65.5,0.0,0.0,100,3,15,12,30,0.0
2,WN,RDU,BWI,-17.0,0,arrival,-2.1,-10.2,54,1010.4,16.2,42.5,0.0,0.0,88,3,10,12,30,0.0
2,WN,RDU,BWI,19.0,0,arrival,0.6,-11.4,40,1011.6,25.8,57.6,0.0,0.0,66,2,20,12,30,1.0
2,WN,RDU,BWI,-8.0,0,arrival,-0.3,-9.2,51,1008.5,24.0,55.8,0.0,0.0,100,3,6,12,30,0.0
2,WN,RDU,BWI,20.0,0,arrival,-1.9,-11.8,47,1012.4,22.7,50.4,0.0,0.0,44,1,13,12,30,1.0
2,WN,RDU,BWI,27.0,0,arrival,1.0,-11.3,39,1011.5,25.8,61.9,0.0,0.0,44,1,18,12,30,1.0
2,WN,RDU,BWI,-2.0,0,arrival,-2.2,-10.2,54,1010.9,17.0,37.8,0.0,0.0,24,1,11,12,30,0.0
2,WN,RIC,BWI,55.0,0,arrival,1.0,-11.3,39,1011.5,25.8,61.9,0.0,0.0,44,1,18,12,30,1.0
2,WN,RIC,BWI,-8.0,0,arrival,-0.3,-9.2,51,1008.5,24.0,55.8,0.0,0.0,100,3,6,12,30,0.0
2,WN,ROC,BWI,68.0,0,arrival,-1.5,-11.9,45,1011.3,23.7,40.0,0.0,0.0,91,3,12,12,30,1.0
2,WN,ROC,BWI,22.0,0,arrival,1.0,-11.3,39,1011.5,25.8,61.9,0.0,0.0,44,1,18,12,30,1.0
2,WN,ROC,BWI,-1.0,0,arrival,-0.3,-9.2,51,1008.5,24.0,55.8,0.0,0.0,100,3,6,12,30,0.0
2,WN,RSW,BWI,-12.0,0,arrival,-1.0,-9.9,51,1008.6,23.8,63.7,0.0,0.0,13,0,5,12,30,0.0
2,WN,RSW,BWI,-11.0,0,arrival,-2.0,-10.3,53,1009.8,19.4,42.1,0.0,0.0,86,3,9,12,30,0.0
2,WN,RSW,BWI,45.0,0,arrival,-0.4,-10.8,45,1013.1,24.6,65.5,0.0,0.0,100,3,15,12,30,1.0
2,WN,RSW,BWI,18.0,0,arrival,1.0,-11.4,39,1011.5,26.3,55.8,0.0,0.0,10,0,19,12,30,1.0
2,WN,RSW,BWI,109.0,0,arrival,0.4,-11.2,41,1012.2,28.6,64.4,0.0,0.0,78,2,17,12,30,1.0
2,WN,SAN,BWI,5.0,0,arrival,-2.1,-10.2,54,1010.4,16.2,42.5,0.0,0.0,88,3,10,12,30,0.0
2,WN,SAN,BWI,12.0,0,arrival,-0.3,-9.2,51,1008.5,24.0,55.8,0.0,0.0,100,3,6,12,30,0.0
2,WN,SAN,BWI,10.0,0,arrival,0.2,-11.4,41,1013.0,29.3,60.1,0.0,0.0,82,3,16,12,30,0.0
2,WN,SAN,BWI,-2.0,0,arrival,-0.2,-10.4,46,1011.9,23.7,59.0,0.0,0.0,100,3,21,12,30,0.0
2,WN,SAT,BWI,-6.0,0,arrival,-1.0,-9.9,51,1008.6,23.8,63.7,0.0,0.0,13,0,5,12,30,0.0
2,WN,SAT,BWI,248.0,0,arrival,0.4,-11.2,41,1012.2,28.6,64.4,0.0,0.0,78,2,17,12,30,1.0
2,WN,SAT,BWI,4.0,0,arrival,-2.2,-10.2,54,1010.9,17.0,37.8,0.0,0.0,24,1,11,12,30,0.0
2,WN,SAV,BWI,-13.0,0,arrival,-0.6,-9.9,50,1008.7,25.8,58.0,0.0,0.0,42,1,7,12,30,0.0
2,WN,SAV,BWI,51.0,0,arrival,1.0,-11.4,39,1011.5,26.3,55.8,0.0,0.0,10,0,19,12,30,1.0
2,WN,SAV,BWI,-1.0,0,arrival,-0.4,-10.8,45,1013.1,24.6,65.5,0.0,0.0,100,3,15,12,30,0.0
2,WN,SDF,BWI,-4.0,0,arrival,0.4,-11.2,41,1012.2,28.6,64.4,0.0,0.0,78,2,17,12,30,0.0
2,WN,SDF,BWI,-11.0,0,arrival,-1.0,-9.9,51,1008.6,23.8,63.7,0.0,0.0,13,0,5,12,30,0.0
2,WN,SFO,BWI,9.0,0,arrival,-0.2,-10.4,46,1011.9,23.7,59.0,0.0,0.0,100,3,21,12,30,0.0
2,WN,SJU,BWI,-5.0,0,arrival,1.0,-11.3,39,1011.5,25.8,61.9,0.0,0.0,44,1,18,12,30,0.0
2,WN,SJU,BWI,13.0,0,arrival,-0.3,-9.2,51,1008.5,24.0,55.8,0.0,0.0,100,3,6,12,30,0.0
2,WN,SLC,BWI,4.0,0,arrival,-1.5,-11.9,45,1011.3,23.7,40.0,0.0,0.0,91,3,12,12,30,0.0
2,WN,SMF,BWI,3.0,0,arrival,-0.6,-9.9,50,1008.7,25.8,58.0,0.0,0.0,42,1,7,12,30,0.0
2,WN,SRQ,BWI,-9.0,0,arrival,-1.0,-9.9,51,1008.6,23.8,63.7,0.0,0.0,13,0,5,12,30,0.0
2,WN,SRQ,BWI,14.0,0,arrival,1.0,-11.3,39,1011.5,25.8,61.9,0.0,0.0,44,1,18,12,30,0.0
2,WN,SRQ,BWI,44.0,0,arrival,-0.4,-10.8,45,1013.1,24.6,65.5,0.0,0.0,100,3,15,12,30,1.0
2,WN,SRQ,BWI,7.0,0,arrival,-2.1,-10.2,54,1010.4,16.2,42.5,0.0,0.0,88,3,10,12,30,0.0
2,WN,STL,BWI,9.0,0,arrival,0.6,-11.4,40,1011.6,25.8,57.6,0.0,0.0,66,2,20,12,30,0.0
2,WN,STL,BWI,2.0,0,arrival,0.2,-11.4,41,1013.0,29.3,60.1,0.0,0.0,82,3,16,12,30,0.0
2,WN,STL,BWI,19.0,0,arrival,-1.9,-11.8,47,1012.4,22.7,50.4,0.0,0.0,44,1,13,12,30,1.0
2,WN,STL,BWI,1.0,0,arrival,-1.0,-9.9,51,1008.6,23.8,63.7,0.0,0.0,13,0,5,12,30,0.0
2,WN,TPA,BWI,36.0,0,arrival,-0.2,-10.4,46,1011.9,23.7,59.0,0.0,0.0,100,3,21,12,30,1.0
2,WN,TPA,BWI,-7.0,0,arrival,-2.1,-10.2,54,1010.4,16.2,42.5,0.0,0.0,88,3,10,12,30,0.0
2,WN,TPA,BWI,24.0,0,arrival,-1.5,-10.2,52,1009.2,19.8,54.4,0.0,0.0,24,1,8,12,30,1.0
2,WN,TPA,BWI,-18.0,0,arrival,-1.5,-11.9,45,1011.3,23.7,40.0,0.0,0.0,91,3,12,12,30,0.0
2,WN,TPA,BWI,36.0,0,arrival,-0.4,-10.8,45,1013.1,24.6,65.5,0.0,0.0,100,3,15,12,30,1.0
2,WN,TPA,BWI,19.0,0,arrival,1.0,-11.3,39,1011.5,25.8,61.9,0.0,0.0,44,1,18,12,30,1.0
2,WN,TPA,BWI,-11.0,0,arrival,-0.6,-9.9,50,1008.7,25.8,58.0,0.0,0.0,42,1,7,12,30,0.0
3,WN,ABQ,BWI,-2.0,0,arrival,-3.0,-10.8,55,1014.7,13.7,29.9,0.0,0.0,92,3,13,12,31,0.0
3,WN,ALB,BWI,2.0,0,arrival,-3.3,-10.9,56,1013.8,10.9,23.8,0.0,0.0,100,3,8,12,31,0.0
3,WN,ALB,BWI,-17.0,0,arrival,-3.2,-9.6,61,1014.7,13.2,23.8,0.0,0.0,99,3,12,12,31,0.0
3,WN,ALB,BWI,-6.0,0,arrival,-2.3,-10.9,52,1015.0,13.8,29.2,0.0,0.0,63,2,14,12,31,0.0
3,WN,ALB,BWI,-14.0,0,arrival,-1.2,-10.6,49,1015.1,14.6,33.5,0.0,0.0,27,1,15,12,31,0.0
3,WN,ALB,BWI,11.0,0,arrival,-3.6,-11.3,55,1014.3,15.1,32.8,0.0,0.0,38,1,5,12,31,0.0
3,WN,ATL,BWI,-4.0,0,arrival,-3.3,-10.9,56,1013.8,10.9,23.8,0.0,0.0,100,3,8,12,31,0.0
3,WN,ATL,BWI,98.0,0,arrival,-3.2,-8.8,65,1013.9,9.8,22.0,0.0,0.0,88,3,11,12,31,1.0
3,WN,ATL,BWI,-12.0,0,arrival,-1.2,-10.6,49,1015.1,14.6,33.5,0.0,0.0,27,1,15,12,31,0.0
3,WN,ATL,BWI,-10.0,0,arrival,0.8,-9.4,46,1012.1,19.0,46.8,0.0,0.0,100,3,18,12,31,0.0
3,WN,AUS,BWI,17.0,0,arrival,-3.2,-8.8,65,1013.9,9.8,22.0,0.0,0.0,88,3,11,12,31,1.0
3,WN,AUS,BWI,3.0,0,arrival,-1.2,-10.6,49,1015.1,14.6,33.5,0.0,0.0,27,1,15,12,31,0.0
3,WN,AUS,BWI,10.0,0,arrival,-3.6,-11.3,55,1014.3,15.1,32.8,0.0,0.0,38,1,5,12,31,0.0
3,WN,BDL,BWI,4.0,0,arrival,-3.8,-11.9,53,1014.0,14.9,32.0,0.0,0.0,99,3,6,12,31,0.0
3,WN,BDL,BWI,-3.0,0,arrival,-1.2,-10.6,49,1015.1,14.6,33.5,0.0,0.0,27,1,15,12,31,0.0
3,WN,BDL,BWI,-5.0,0,arrival,-3.3,-10.9,56,1013.8,10.9,23.8,0.0,0.0,100,3,8,12,31,0.0
3,WN,BDL,BWI,-6.0,0,arrival,-3.2,-9.6,61,1014.7,13.2,23.8,0.0,0.0,99,3,12,12,31,0.0
3,WN,BHM,BWI,5.0,0,arrival,-1.2,-10.6,49,1015.1,14.6,33.5,0.0,0.0,27,1,15,12,31,0.0
3,WN,BNA,BWI,-21.0,0,arrival,-3.3,-10.1,60,1013.7,11.2,23.8,0.2,0.07,100,71,9,12,31,0.0
3,WN,BNA,BWI,-24.0,0,arrival,-3.2,-8.8,65,1013.9,9.8,22.0,0.0,0.0,88,3,11,12,31,0.0
3,WN,BNA,BWI,-1.0,0,arrival,0.2,-10.1,46,1013.9,18.6,39.6,0.0,0.0,69,2,16,12,31,0.0
3,WN,BOS,BWI,-12.0,0,arrival,-3.5,-10.9,57,1014.0,11.5,28.4,0.0,0.0,100,3,7,12,31,0.0
3,WN,BOS,BWI,-20.0,0,arrival,1.1,-9.8,44,1012.6,20.5,45.0,0.0,0.0,99,3,17,12,31,0.0
3,WN,BOS,BWI,-15.0,0,arrival,-3.3,-10.1,60,1013.7,11.2,23.8,0.2,0.07,100,71,9,12,31,0.0
3,WN,BOS,BWI,-7.0,0,arrival,-2.3,-10.9,52,1015.0,13.8,29.2,0.0,0.0,63,2,14,12,31,0.0
3,WN,BOS,BWI,-6.0,0,arrival,-3.2,-9.6,61,1014.7,13.2,23.8,0.0,0.0,99,3,12,12,31,0.0
3,WN,BUF,BWI,-8.0,0,arrival,-3.3,-10.9,56,1013.8,10.9,23.8,0.0,0.0,100,3,8,12,31,0.0
3,WN,BUF,BWI,25.0,0,arrival,-3.2,-9.6,61,1014.7,13.2,23.8,0.0,0.0,99,3,12,12,31,1.0
3,WN,BUF,BWI,-11.0,0,arrival,-3.8,-11.9,53,1014.0,14.9,32.0,0.0,0.0,99,3,6,12,31,0.0
3,WN,BUF,BWI,-9.0,0,arrival,-3.3,-10.1,60,1013.7,11.2,23.8,0.2,0.07,100,71,9,12,31,0.0
