departure_day_of_week,scheduled_departure_utc,carrier,flight_number,origin_airport,destination_airport,arrival_delay_minutes,is_cancelled,scheduled_arrival_utc,observed_at_utc,event_time_utc,flight_id,callsign,latitude,longitude,altitude_ft,ground_speed_kts,heading_deg,on_ground,raw_payload,direction,dep_weather_temperature_c,dep_weather_dewpoint_c,dep_weather_humidity_pct,dep_weather_pressure_hpa,dep_weather_wind_kph,dep_weather_gust_kph,dep_weather_visibility_km,dep_weather_precip_mm,dep_weather_snow_mm,dep_weather_cloud_cover_pct,dep_weather_condition_code
2,2025-12-23 21:01:00+00:00,DL,2670,ATL,BWI,4.0,0.0,2025-12-24T19:45:00Z,2026-04-22T02:05:55+00:00,2025-12-23T21:01:00Z,DL2670_2025-12-23T21:01:00Z,DL2670,,,,,,,,arrival,5.9,3.2,83,1017.5,3.9,6.8,,0.0,0.0,100,3
3,2025-12-24 20:20:00+00:00,DL,2670,ATL,BWI,-1.0,0.0,2025-12-25T18:23:00Z,2026-04-22T02:05:55+00:00,2025-12-24T20:20:00Z,DL2670_2025-12-24T20:20:00Z,DL2670,,,,,,,,arrival,10.9,-2.3,39,1023.9,10.6,27.4,,0.0,0.0,83,3
4,2025-12-25 20:20:00+00:00,DL,2670,ATL,BWI,-6.0,0.0,2025-12-26T18:23:00Z,2026-04-22T02:05:55+00:00,2025-12-25T20:20:00Z,DL2670_2025-12-25T20:20:00Z,DL2670,,,,,,,,arrival,12.6,5.4,62,1012.6,12.3,25.9,,0.0,0.0,86,3
5,2025-12-26 21:01:00+00:00,DL,2670,ATL,BWI,1.0,0.0,2025-12-27T19:45:00Z,2026-04-22T02:05:55+00:00,2025-12-26T21:01:00Z,DL2670_2025-12-26T21:01:00Z,DL2670,,,,,,,,arrival,0.6,-6.4,60,1016.8,12.7,28.8,,0.1,0.0,100,51
6,2025-12-27 21:01:00+00:00,DL,2670,ATL,BWI,,1.0,2025-12-28T19:45:00Z,2026-04-22T02:05:55+00:00,2025-12-27T21:01:00Z,DL2670_2025-12-27T21:01:00Z,DL2670,,,,,,,,arrival,3.8,-2.0,66,1020.8,7.6,25.6,,0.0,0.0,80,3
7,2025-12-28 21:01:00+00:00,DL,2670,ATL,BWI,55.0,0.0,2025-12-29T19:45:00Z,2026-04-22T02:05:55+00:00,2025-12-28T21:01:00Z,DL2670_2025-12-28T21:01:00Z,DL2670,,,,,,,,arrival,4.2,0.8,78,1017.0,8.5,24.5,,0.0,0.0,100,3
1,2025-12-29 21:01:00+00:00,DL,2670,ATL,BWI,6.0,0.0,2025-12-30T19:45:00Z,2026-04-22T02:05:55+00:00,2025-12-29T21:01:00Z,DL2670_2025-12-29T21:01:00Z,DL2670,,,,,,,,arrival,7.4,-4.7,42,999.9,31.1,68.4,,0.0,0.0,61,2
2,2025-12-30 21:01:00+00:00,DL,2670,ATL,BWI,3.0,0.0,2025-12-31T19:45:00Z,2026-04-22T02:05:55+00:00,2025-12-30T21:01:00Z,DL2670_2025-12-30T21:01:00Z,DL2670,,,,,,,,arrival,-0.2,-10.4,46,1011.9,23.7,59.0,,0.0,0.0,100,3
3,2025-12-31 20:20:00+00:00,DL,2670,ATL,BWI,-1.0,0.0,2026-01-01T18:23:00Z,2026-04-22T02:05:55+00:00,2025-12-31T20:20:00Z,DL2670_2025-12-31T20:20:00Z,DL2670,,,,,,,,arrival,1.5,-9.1,45,1010.7,19.0,41.0,,0.0,0.0,80,3
4,2025-12-18 09:42:00+00:00,DL,801,ATL,BWI,-14.0,0.0,2025-12-18T21:15:00Z,2026-04-22T02:05:55+00:00,2025-12-18T09:42:00Z,DL801_2025-12-18T09:42:00Z,DL801,,,,,,,,arrival,-0.2,-3.1,81,1024.2,6.3,10.4,,0.0,0.0,70,2
4,2025-12-18 12:28:00+00:00,DL,801,BWI,ATL,-10.0,0.0,2025-12-19T03:00:00Z,2026-04-22T02:05:55+00:00,2025-12-18T12:28:00Z,DL801_2025-12-18T12:28:00Z,DL801,,,,,,,,departure,-1.4,-3.0,88,1024.8,6.4,10.8,,0.0,0.0,0,0
5,2025-12-19 09:42:00+00:00,DL,801,ATL,BWI,-8.0,0.0,2025-12-19T21:15:00Z,2026-04-22T02:05:55+00:00,2025-12-19T09:42:00Z,DL801_2025-12-19T09:42:00Z,DL801,,,,,,,,arrival,12.3,11.8,97,1002.0,31.8,64.4,,4.6,0.0,100,63
5,2025-12-19 12:28:00+00:00,DL,801,BWI,ATL,11.0,0.0,2025-12-20T03:00:00Z,2026-04-22T02:05:55+00:00,2025-12-19T12:28:00Z,DL801_2025-12-19T12:28:00Z,DL801,,,,,,,,departure,13.9,13.2,96,996.6,20.2,58.7,,1.2,0.0,100,55
6,2025-12-20 09:10:00+00:00,DL,801,ATL,BWI,16.0,0.0,2025-12-20T20:06:00Z,2026-04-22T02:05:55+00:00,2025-12-20T09:10:00Z,DL801_2025-12-20T09:10:00Z,DL801,,,,,,,,arrival,-2.7,-9.9,58,1022.9,8.4,21.2,,0.0,0.0,10,0
6,2025-12-20 12:02:00+00:00,DL,801,BWI,ATL,-7.0,0.0,2025-12-21T02:05:00Z,2026-04-22T02:05:55+00:00,2025-12-20T12:02:00Z,DL801_2025-12-20T12:02:00Z,DL801,,,,,,,,departure,-3.0,-8.8,65,1024.2,9.4,21.6,,0.0,0.0,92,3
7,2025-12-21 09:08:00+00:00,DL,801,ATL,BWI,29.0,0.0,2025-12-21T20:02:00Z,2026-04-22T02:05:55+00:00,2025-12-21T09:08:00Z,DL801_2025-12-21T09:08:00Z,DL801,,,,,,,,arrival,3.2,-3.0,64,1016.4,12.4,24.1,,0.0,0.0,2,0
7,2025-12-21 12:00:00+00:00,DL,801,BWI,ATL,13.0,0.0,2025-12-22T02:01:00Z,2026-04-22T02:05:55+00:00,2025-12-21T12:00:00Z,DL801_2025-12-21T12:00:00Z,DL801,,,,,,,,departure,3.5,-3.1,62,1017.6,11.3,27.4,,0.0,0.0,94,3
1,2025-12-22 09:08:00+00:00,DL,801,ATL,BWI,-17.0,0.0,2025-12-22T20:02:00Z,2026-04-22T02:05:55+00:00,2025-12-22T09:08:00Z,DL801_2025-12-22T09:08:00Z,DL801,,,,,,,,arrival,-2.8,-7.4,70,1034.3,4.5,9.7,,0.0,0.0,0,0
1,2025-12-22 12:00:00+00:00,DL,801,BWI,ATL,-9.0,0.0,2025-12-23T02:01:00Z,2026-04-22T02:05:55+00:00,2025-12-22T12:00:00Z,DL801_2025-12-22T12:00:00Z,DL801,,,,,,,,departure,-3.7,-8.6,69,1035.2,3.7,7.9,,0.0,0.0,0,0
2,2025-12-23 09:08:00+00:00,DL,801,ATL,BWI,-9.0,0.0,2025-12-23T20:02:00Z,2026-04-22T02:05:55+00:00,2025-12-23T09:08:00Z,DL801_2025-12-23T09:08:00Z,DL801,,,,,,,,arrival,3.2,-3.0,64,1026.5,7.8,18.7,,0.6,0.42,100,73
2,2025-12-23 12:00:00+00:00,DL,801,BWI,ATL,-21.0,0.0,2025-12-24T02:01:00Z,2026-04-22T02:05:55+00:00,2025-12-23T12:00:00Z,DL801_2025-12-23T12:00:00Z,DL801,,,,,,,,departure,2.7,-1.1,76,1024.0,12.5,28.8,,1.1,0.49,100,73
3,2025-12-24 08:30:00+00:00,DL,801,ATL,BWI,-3.0,0.0,2025-12-24T18:47:00Z,2026-04-22T02:05:55+00:00,2025-12-24T08:30:00Z,DL801_2025-12-24T08:30:00Z,DL801,,,,,,,,arrival,5.2,3.2,86,1016.7,8.0,13.7,,0.0,0.0,5,0
3,2025-12-24 12:00:00+00:00,DL,801,BWI,ATL,-23.0,0.0,2025-12-25T02:01:00Z,2026-04-22T02:05:55+00:00,2025-12-24T12:00:00Z,DL801_2025-12-24T12:00:00Z,DL801,,,,,,,,departure,6.6,0.8,66,1019.5,11.9,36.0,,0.0,0.0,2,0
4,2025-12-25 08:30:00+00:00,DL,801,ATL,BWI,0.0,0.0,2025-12-25T18:47:00Z,2026-04-22T02:05:55+00:00,2025-12-25T08:30:00Z,DL801_2025-12-25T08:30:00Z,DL801,,,,,,,,arrival,2.5,-1.2,76,1023.7,5.3,9.7,,0.0,0.0,99,3
4,2025-12-25 12:00:00+00:00,DL,801,BWI,ATL,-30.0,0.0,2025-12-26T02:01:00Z,2026-04-22T02:05:55+00:00,2025-12-25T12:00:00Z,DL801_2025-12-25T12:00:00Z,DL801,,,,,,,,departure,1.7,-2.0,76,1020.5,3.8,10.1,,0.0,0.0,97,3
5,2025-12-26 09:08:00+00:00,DL,801,ATL,BWI,,1.0,2025-12-26T20:02:00Z,2026-04-22T02:05:55+00:00,2025-12-26T09:08:00Z,DL801_2025-12-26T09:08:00Z,DL801,,,,,,,,arrival,-0.7,-7.3,61,1023.6,10.7,22.3,,0.0,0.0,95,3
5,2025-12-26 12:00:00+00:00,DL,801,BWI,ATL,,1.0,2025-12-27T02:01:00Z,2026-04-22T02:05:55+00:00,2025-12-26T12:00:00Z,DL801_2025-12-26T12:00:00Z,DL801,,,,,,,,departure,-1.5,-7.8,62,1023.7,9.8,20.9,,0.0,0.0,100,3
6,2025-12-27 09:10:00+00:00,DL,801,ATL,BWI,,1.0,2025-12-27T20:06:00Z,2026-04-22T02:05:55+00:00,2025-12-27T09:10:00Z,DL801_2025-12-27T09:10:00Z,DL801,,,,,,,,arrival,1.1,-0.6,88,1011.6,9.0,18.0,,0.0,0.0,55,2
6,2025-12-27 12:01:00+00:00,DL,801,BWI,ATL,,1.0,2025-12-28T02:03:00Z,2026-04-22T02:05:55+00:00,2025-12-27T12:01:00Z,DL801_2025-12-27T12:01:00Z,DL801,,,,,,,,departure,1.5,-0.8,84,1015.6,6.7,16.2,,0.0,0.0,100,3
7,2025-12-28 09:08:00+00:00,DL,801,ATL,BWI,,1.0,2025-12-28T20:02:00Z,2026-04-22T02:05:55+00:00,2025-12-28T09:08:00Z,DL801_2025-12-28T09:08:00Z,DL801,,,,,,,,arrival,0.1,-1.7,88,1023.8,3.3,5.8,,0.0,0.0,100,3
7,2025-12-28 12:00:00+00:00,DL,801,BWI,ATL,,1.0,2025-12-29T02:01:00Z,2026-04-22T02:05:55+00:00,2025-12-28T12:00:00Z,DL801_2025-12-28T12:00:00Z,DL801,,,,,,,,departure,0.1,-1.9,87,1023.4,6.0,9.7,,0.0,0.0,100,3
1,2025-12-29 09:08:00+00:00,DL,801,ATL,BWI,-6.0,0.0,2025-12-29T20:02:00Z,2026-04-22T02:05:55+00:00,2025-12-29T09:08:00Z,DL801_2025-12-29T09:08:00Z,DL801,,,,,,,,arrival,9.9,8.4,90,1001.6,19.6,40.7,,0.0,0.0,100,3
1,2025-12-29 12:00:00+00:00,DL,801,BWI,ATL,-12.0,0.0,2025-12-30T02:01:00Z,2026-04-22T02:05:55+00:00,2025-12-29T12:00:00Z,DL801_2025-12-29T12:00:00Z,DL801,,,,,,,,departure,11.8,10.0,89,998.0,21.1,46.1,,0.0,0.0,100,3
2,2025-12-30 09:08:00+00:00,DL,801,ATL,BWI,-10.0,0.0,2025-12-30T20:02:00Z,2026-04-22T02:05:55+00:00,2025-12-30T09:08:00Z,DL801_2025-12-30T09:08:00Z,DL801,,,,,,,,arrival,-2.0,-10.3,53,1009.8,19.4,42.1,,0.0,0.0,86,3
2,2025-12-30 12:00:00+00:00,DL,801,BWI,ATL,-18.0,0.0,2025-12-31T02:01:00Z,2026-04-22T02:05:55+00:00,2025-12-30T12:00:00Z,DL801_2025-12-30T12:00:00Z,DL801,,,,,,,,departure,-1.5,-11.9,45,1011.3,23.7,40.0,,0.0,0.0,91,3
3,2025-12-31 08:30:00+00:00,DL,801,ATL,BWI,5.0,0.0,2025-12-31T18:47:00Z,2026-04-22T02:05:55+00:00,2025-12-31T08:30:00Z,DL801_2025-12-31T08:30:00Z,DL801,,,,,,,,arrival,-3.3,-10.9,56,1013.8,10.9,23.8,,0.0,0.0,100,3
3,2025-12-31 11:30:00+00:00,DL,801,BWI,ATL,-24.0,0.0,2026-01-01T01:05:00Z,2026-04-22T02:05:55+00:00,2025-12-31T11:30:00Z,DL801_2025-12-31T11:30:00Z,DL801,,,,,,,,departure,-3.2,-8.8,65,1013.9,9.8,22.0,,0.0,0.0,88,3
6,2025-12-20 12:20:00+00:00,DL,1546,BWI,DTW,-14.0,0.0,2025-12-21T02:19:00Z,2026-04-22T02:05:55+00:00,2025-12-20T12:20:00Z,DL1546_2025-12-20T12:20:00Z,DL1546,,,,,,,,departure,-3.0,-8.8,65,1024.2,9.4,21.6,,0.0,0.0,92,3
6,2025-12-20 10:00:00+00:00,DL,1546,DTW,BWI,-3.0,0.0,2025-12-20T21:35:00Z,2026-04-22T02:05:55+00:00,2025-12-20T10:00:00Z,DL1546_2025-12-20T10:00:00Z,DL1546,,,,,,,,arrival,-3.0,-9.7,60,1023.8,5.8,16.9,,0.0,0.0,0,0
7,2025-12-21 12:34:00+00:00,DL,1546,BWI,DTW,-10.0,0.0,2025-12-22T02:47:00Z,2026-04-22T02:05:55+00:00,2025-12-21T12:34:00Z,DL1546_2025-12-21T12:34:00Z,DL1546,,,,,,,,departure,3.5,-3.1,62,1017.6,11.3,27.4,,0.0,0.0,94,3
7,2025-12-21 10:14:00+00:00,DL,1546,DTW,BWI,-20.0,0.0,2025-12-21T22:03:00Z,2026-04-22T02:05:55+00:00,2025-12-21T10:14:00Z,DL1546_2025-12-21T10:14:00Z,DL1546,,,,,,,,arrival,3.1,-3.2,64,1016.7,13.2,25.2,,0.0,0.0,9,0
1,2025-12-22 12:34:00+00:00,DL,1546,BWI,DTW,-1.0,0.0,2025-12-23T02:47:00Z,2026-04-22T02:05:55+00:00,2025-12-22T12:34:00Z,DL1546_2025-12-22T12:34:00Z,DL1546,,,,,,,,departure,-3.7,-8.6,69,1035.2,3.7,7.9,,0.0,0.0,0,0
1,2025-12-22 10:14:00+00:00,DL,1546,DTW,BWI,-13.0,0.0,2025-12-22T22:03:00Z,2026-04-22T02:05:55+00:00,2025-12-22T10:14:00Z,DL1546_2025-12-22T10:14:00Z,DL1546,,,,,,,,arrival,-3.0,-7.6,70,1034.6,4.6,8.3,,0.0,0.0,1,0
2,2025-12-23 12:34:00+00:00,DL,1546,BWI,DTW,-25.0,0.0,2025-12-24T02:47:00Z,2026-04-22T02:05:55+00:00,2025-12-23T12:34:00Z,DL1546_2025-12-23T12:34:00Z,DL1546,,,,,,,,departure,2.7,-1.1,76,1024.0,12.5,28.8,,1.1,0.49,100,73
2,2025-12-23 10:14:00+00:00,DL,1546,DTW,BWI,-26.0,0.0,2025-12-23T22:03:00Z,2026-04-22T02:05:55+00:00,2025-12-23T10:14:00Z,DL1546_2025-12-23T10:14:00Z,DL1546,,,,,,,,arrival,2.6,-2.7,68,1025.1,7.3,16.6,,1.7,1.12,100,75
3,2025-12-24 12:34:00+00:00,DL,1546,BWI,DTW,-29.0,0.0,2025-12-25T02:47:00Z,2026-04-22T02:05:55+00:00,2025-12-24T12:34:00Z,DL1546_2025-12-24T12:34:00Z,DL1546,,,,,,,,departure,6.6,0.8,66,1019.5,11.9,36.0,,0.0,0.0,2,0
3,2025-12-24 10:14:00+00:00,DL,1546,DTW,BWI,-25.0,0.0,2025-12-24T22:03:00Z,2026-04-22T02:05:55+00:00,2025-12-24T10:14:00Z,DL1546_2025-12-24T10:14:00Z,DL1546,,,,,,,,arrival,7.6,5.4,86,1018.0,15.2,28.8,,0.0,0.0,2,0
4,2025-12-25 12:34:00+00:00,DL,1546,BWI,DTW,-22.0,0.0,2025-12-26T02:47:00Z,2026-04-22T02:05:55+00:00,2025-12-25T12:34:00Z,DL1546_2025-12-25T12:34:00Z,DL1546,,,,,,,,departure,1.7,-2.0,76,1020.5,3.8,10.1,,0.0,0.0,97,3
4,2025-12-25 10:14:00+00:00,DL,1546,DTW,BWI,-29.0,0.0,2025-12-25T22:03:00Z,2026-04-22T02:05:55+00:00,2025-12-25T10:14:00Z,DL1546_2025-12-25T10:14:00Z,DL1546,,,,,,,,arrival,1.5,-2.2,77,1021.1,6.0,11.2,,0.0,0.0,22,1
5,2025-12-26 12:34:00+00:00,DL,1546,BWI,DTW,65.0,0.0,2025-12-27T02:47:00Z,2026-04-22T02:05:55+00:00,2025-12-26T12:34:00Z,DL1546_2025-12-26T12:34:00Z,DL1546,,,,,,,,departure,-1.5,-7.8,62,1023.7,9.8,20.9,,0.0,0.0,100,3
5,2025-12-26 10:14:00+00:00,DL,1546,DTW,BWI,65.0,0.0,2025-12-26T22:03:00Z,2026-04-22T02:05:55+00:00,2025-12-26T10:14:00Z,DL1546_2025-12-26T10:14:00Z,DL1546,,,,,,,,arrival,-1.2,-7.3,63,1023.6,9.0,22.0,,0.0,0.0,98,3
6,2025-12-27 12:20:00+00:00,DL,1546,BWI,DTW,-13.0,0.0,2025-12-28T02:19:00Z,2026-04-22T02:05:55+00:00,2025-12-27T12:20:00Z,DL1546_2025-12-27T12:20:00Z,DL1546,,,,,,,,departure,1.5,-0.8,84,1015.6,6.7,16.2,,0.0,0.0,100,3
6,2025-12-27 10:00:00+00:00,DL,1546,DTW,BWI,-22.0,0.0,2025-12-27T21:35:00Z,2026-04-22T02:05:55+00:00,2025-12-27T10:00:00Z,DL1546_2025-12-27T10:00:00Z,DL1546,,,,,,,,arrival,0.9,-0.7,89,1012.6,8.8,17.3,,0.0,0.0,9,0
7,2025-12-28 12:34:00+00:00,DL,1546,BWI,DTW,38.0,0.0,2025-12-29T02:47:00Z,2026-04-22T02:05:55+00:00,2025-12-28T12:34:00Z,DL1546_2025-12-28T12:34:00Z,DL1546,,,,,,,,departure,0.1,-1.9,87,1023.4,6.0,9.7,,0.0,0.0,100,3
7,2025-12-28 10:14:00+00:00,DL,1546,DTW,BWI,30.0,0.0,2025-12-28T22:03:00Z,2026-04-22T02:05:55+00:00,2025-12-28T10:14:00Z,DL1546_2025-12-28T10:14:00Z,DL1546,,,,,,,,arrival,0.0,-2.0,87,1023.2,4.6,8.3,,0.0,0.0,100,3
1,2025-12-29 12:34:00+00:00,DL,1546,BWI,DTW,-6.0,0.0,2025-12-30T02:47:00Z,2026-04-22T02:05:55+00:00,2025-12-29T12:34:00Z,DL1546_2025-12-29T12:34:00Z,DL1546,,,,,,,,departure,11.8,10.0,89,998.0,21.1,46.1,,0.0,0.0,100,3
1,2025-12-29 10:14:00+00:00,DL,1546,DTW,BWI,-3.0,0.0,2025-12-29T22:03:00Z,2026-04-22T02:05:55+00:00,2025-12-29T10:14:00Z,DL1546_2025-12-29T10:14:00Z,DL1546,,,,,,,,arrival,10.4,8.9,90,999.7,20.1,41.0,,0.0,0.0,100,3
2,2025-12-30 12:34:00+00:00,DL,1546,BWI,DTW,-6.0,0.0,2025-12-31T02:47:00Z,2026-04-22T02:05:55+00:00,2025-12-30T12:34:00Z,DL1546_2025-12-30T12:34:00Z,DL1546,,,,,,,,departure,-1.5,-11.9,45,1011.3,23.7,40.0,,0.0,0.0,91,3
2,2025-12-30 10:14:00+00:00,DL,1546,DTW,BWI,-7.0,0.0,2025-12-30T22:03:00Z,2026-04-22T02:05:55+00:00,2025-12-30T10:14:00Z,DL1546_2025-12-30T10:14:00Z,DL1546,,,,,,,,arrival,-2.1,-10.2,54,1010.4,16.2,42.5,,0.0,0.0,88,3
3,2025-12-31 12:34:00+00:00,DL,1546,BWI,DTW,9.0,0.0,2026-01-01T02:47:00Z,2026-04-22T02:05:55+00:00,2025-12-31T12:34:00Z,DL1546_2025-12-31T12:34:00Z,DL1546,,,,,,,,departure,-3.2,-9.6,61,1014.7,13.2,23.8,,0.0,0.0,99,3
3,2025-12-31 10:14:00+00:00,DL,1546,DTW,BWI,23.0,0.0,2025-12-31T22:03:00Z,2026-04-22T02:05:55+00:00,2025-12-31T10:14:00Z,DL1546_2025-12-31T10:14:00Z,DL1546,,,,,,,,arrival,-3.4,-9.1,64,1013.8,10.4,23.8,,0.2,0.14,100,71
4,2025-12-18 07:30:00+00:00,DL,1592,ATL,BWI,51.0,0.0,2025-12-18T16:48:00Z,2026-04-22T02:05:55+00:00,2025-12-18T07:30:00Z,DL1592_2025-12-18T07:30:00Z,DL1592,,,,,,,,arrival,-0.4,-3.5,80,1023.5,5.7,10.1,,0.0,0.0,58,2
4,2025-12-18 10:28:00+00:00,DL,1592,BWI,ATL,223.0,0.0,2025-12-18T22:57:00Z,2026-04-22T02:05:55+00:00,2025-12-18T10:28:00Z,DL1592_2025-12-18T10:28:00Z,DL1592,,,,,,,,departure,0.1,-2.7,82,1024.4,6.9,11.2,,0.0,0.0,17,0
5,2025-12-19 07:30:00+00:00,DL,1592,ATL,BWI,-10.0,0.0,2025-12-19T16:48:00Z,2026-04-22T02:05:55+00:00,2025-12-19T07:30:00Z,DL1592_2025-12-19T07:30:00Z,DL1592,,,,,,,,arrival,11.3,10.7,96,1006.6,22.5,42.5,,0.9,0.0,100,53
5,2025-12-19 10:23:00+00:00,DL,1592,BWI,ATL,-8.0,0.0,2025-12-19T22:44:00Z,2026-04-22T02:05:55+00:00,2025-12-19T10:23:00Z,DL1592_2025-12-19T10:23:00Z,DL1592,,,,,,,,departure,12.2,11.7,97,999.3,36.2,70.9,,2.7,0.0,98,63
7,2025-12-21 07:30:00+00:00,DL,1592,ATL,BWI,,1.0,2025-12-21T16:48:00Z,2026-04-22T02:05:55+00:00,2025-12-21T07:30:00Z,DL1592_2025-12-21T07:30:00Z,DL1592,,,,,,,,arrival,4.2,-2.9,60,1016.2,15.4,32.4,,0.0,0.0,32,1
7,2025-12-21 10:24:00+00:00,DL,1592,BWI,ATL,,1.0,2025-12-21T22:49:00Z,2026-04-22T02:05:55+00:00,2025-12-21T10:24:00Z,DL1592_2025-12-21T10:24:00Z,DL1592,,,,,,,,departure,3.1,-3.2,64,1016.7,13.2,25.2,,0.0,0.0,9,0
1,2025-12-22 07:30:00+00:00,DL,1592,ATL,BWI,-17.0,0.0,2025-12-22T16:48:00Z,2026-04-22T02:05:55+00:00,2025-12-22T07:30:00Z,DL1592_2025-12-22T07:30:00Z,DL1592,,,,,,,,arrival,-2.1,-7.8,65,1033.5,5.9,12.2,,0.0,0.0,0,0
1,2025-12-22 10:24:00+00:00,DL,1592,BWI,ATL,-23.0,0.0,2025-12-22T22:49:00Z,2026-04-22T02:05:55+00:00,2025-12-22T10:24:00Z,DL1592_2025-12-22T10:24:00Z,DL1592,,,,,,,,departure,-3.0,-7.6,70,1034.6,4.6,8.3,,0.0,0.0,1,0
2,2025-12-23 07:30:00+00:00,DL,1592,ATL,BWI,-2.0,0.0,2025-12-23T16:48:00Z,2026-04-22T02:05:55+00:00,2025-12-23T07:30:00Z,DL1592_2025-12-23T07:30:00Z,DL1592,,,,,,,,arrival,2.8,-4.0,61,1027.9,9.8,18.4,,0.0,0.0,100,3
2,2025-12-23 10:24:00+00:00,DL,1592,BWI,ATL,-19.0,0.0,2025-12-23T22:49:00Z,2026-04-22T02:05:55+00:00,2025-12-23T10:24:00Z,DL1592_2025-12-23T10:24:00Z,DL1592,,,,,,,,departure,2.6,-2.7,68,1025.1,7.3,16.6,,1.7,1.12,100,75
5,2025-12-26 07:30:00+00:00,DL,1592,ATL,BWI,8.0,0.0,2025-12-26T16:48:00Z,2026-04-22T02:05:55+00:00,2025-12-26T07:30:00Z,DL1592_2025-12-26T07:30:00Z,DL1592,,,,,,,,arrival,0.6,-7.2,56,1023.2,11.8,25.9,,0.0,0.0,52,2
5,2025-12-26 10:24:00+00:00,DL,1592,BWI,ATL,-7.0,0.0,2025-12-26T22:49:00Z,2026-04-22T02:05:55+00:00,2025-12-26T10:24:00Z,DL1592_2025-12-26T10:24:00Z,DL1592,,,,,,,,departure,-1.2,-7.3,63,1023.6,9.0,22.0,,0.0,0.0,98,3
7,2025-12-28 07:30:00+00:00,DL,1592,ATL,BWI,12.0,0.0,2025-12-28T16:48:00Z,2026-04-22T02:05:55+00:00,2025-12-28T07:30:00Z,DL1592_2025-12-28T07:30:00Z,DL1592,,,,,,,,arrival,0.3,-1.6,87,1024.4,0.7,4.7,,0.0,0.0,100,3
7,2025-12-28 10:24:00+00:00,DL,1592,BWI,ATL,-10.0,0.0,2025-12-28T22:49:00Z,2026-04-22T02:05:55+00:00,2025-12-28T10:24:00Z,DL1592_2025-12-28T10:24:00Z,DL1592,,,,,,,,departure,0.0,-2.0,87,1023.2,4.6,8.3,,0.0,0.0,100,3
1,2025-12-29 07:30:00+00:00,DL,1592,ATL,BWI,-9.0,0.0,2025-12-29T16:48:00Z,2026-04-22T02:05:55+00:00,2025-12-29T07:30:00Z,DL1592_2025-12-29T07:30:00Z,DL1592,,,,,,,,arrival,8.1,6.7,91,1004.6,18.8,37.8,,0.0,0.0,100,3
1,2025-12-29 10:24:00+00:00,DL,1592,BWI,ATL,-6.0,0.0,2025-12-29T22:49:00Z,2026-04-22T02:05:55+00:00,2025-12-29T10:24:00Z,DL1592_2025-12-29T10:24:00Z,DL1592,,,,,,,,departure,10.4,8.9,90,999.7,20.1,41.0,,0.0,0.0,100,3
2,2025-12-30 07:30:00+00:00,DL,1592,ATL,BWI,0.0,0.0,2025-12-30T16:48:00Z,2026-04-22T02:05:55+00:00,2025-12-30T07:30:00Z,DL1592_2025-12-30T07:30:00Z,DL1592,,,,,,,,arrival,-0.6,-9.9,50,1008.7,25.8,58.0,,0.0,0.0,42,1
2,2025-12-30 10:24:00+00:00,DL,1592,BWI,ATL,-19.0,0.0,2025-12-30T22:49:00Z,2026-04-22T02:05:55+00:00,2025-12-30T10:24:00Z,DL1592_2025-12-30T10:24:00Z,DL1592,,,,,,,,departure,-2.1,-10.2,54,1010.4,16.2,42.5,,0.0,0.0,88,3
4,2025-12-18 11:00:00+00:00,DL,2711,ATL,BWI,11.0,0.0,2025-12-18T23:46:00Z,2026-04-22T02:05:55+00:00,2025-12-18T11:00:00Z,DL2711_2025-12-18T11:00:00Z,DL2711,,,,,,,,arrival,-0.6,-2.6,87,1024.5,6.4,11.2,,0.0,0.0,71,2
4,2025-12-18 13:52:00+00:00,DL,2711,BWI,ATL,2.0,0.0,2025-12-19T05:45:00Z,2026-04-22T02:05:55+00:00,2025-12-18T13:52:00Z,DL2711_2025-12-18T13:52:00Z,DL2711,,,,,,,,departure,-0.3,-2.0,88,1025.4,7.1,9.4,,0.0,0.0,0,0
5,2025-12-19 11:00:00+00:00,DL,2711,ATL,BWI,-6.0,0.0,2025-12-19T23:46:00Z,2026-04-22T02:05:55+00:00,2025-12-19T11:00:00Z,DL2711_2025-12-19T11:00:00Z,DL2711,,,,,,,,arrival,11.9,11.6,98,998.2,28.6,70.9,,3.0,0.0,100,63
5,2025-12-19 13:52:00+00:00,DL,2711,BWI,ATL,5.0,0.0,2025-12-20T05:45:00Z,2026-04-22T02:05:55+00:00,2025-12-19T13:52:00Z,DL2711_2025-12-19T13:52:00Z,DL2711,,,,,,,,departure,14.4,13.6,96,996.2,20.8,45.7,,1.1,0.0,100,55
6,2025-12-20 11:34:00+00:00,DL,2711,ATL,BWI,-9.0,0.0,2025-12-21T00:52:00Z,2026-04-22T02:05:55+00:00,2025-12-20T11:34:00Z,DL2711_2025-12-20T11:34:00Z,DL2711,,,,,,,,arrival,-3.2,-9.6,61,1024.1,5.7,11.5,,0.0,0.0,85,3
6,2025-12-20 14:24:00+00:00,DL,2711,BWI,ATL,5.0,0.0,2025-12-21T06:50:00Z,2026-04-22T02:05:55+00:00,2025-12-20T14:24:00Z,DL2711_2025-12-20T14:24:00Z,DL2711,,,,,,,,departure,-1.2,-8.1,59,1026.2,3.6,11.5,,0.0,0.0,30,1
